id,positive_taxable_borrowing
11943,0
11944,0
11945,0
11951,0
11952,0
11953,0
11954,0
11955,0
11961,0
11962,0
11963,0
11964,0
11965,0
11971,0
11972,0
11973,0
11974,13781.074681045064
11975,0
11981,0
11982,1378.1074681045063
11983,0
11984,0
11985,0
11991,0
11992,0
11993,0
11994,0
11995,0
12001,0
12002,0
12003,0
12004,0
12005,0
12011,0
12012,0
12013,0
12014,0
12015,0
12021,0
12022,0
12023,0
12024,0
12025,0
12031,0
12032,0
12033,0
12034,0
12035,0
12041,0
12042,0
12043,0
12044,0
12045,0
12051,0
12052,0
12053,0
12054,0
12055,0
12061,0
12062,0
12063,0
12064,0
12065,0
12071,0
12072,0
12073,0
12074,0
12075,0
12081,0
12082,0
12083,241168.8069182886
12084,0
12085,0
12091,0
12092,0
12093,0
12094,0
12095,0
12101,0
12102,0
12103,0
12104,0
12105,0
12121,0
12122,0
12123,0
12124,41343.22404313519
12125,0
12131,0
12132,0
12133,0
12134,0
12135,0
12141,0
12142,0
12143,0
12144,0
12145,0
12151,0
12152,0
12153,0
12154,0
12155,0
12161,0
12162,0
12163,0
12164,0
12165,0
12171,0
12172,0
12173,0
12174,0
12175,0
12181,0
12182,0
12183,0
12184,0
12185,0
12191,0
12192,0
12193,0
12194,0
12195,0
12201,0
12202,0
12203,0
12204,0
12205,0
12211,0
12212,0
12213,1240.2967212940557
12214,0
12215,0
12221,0
12222,0
12223,0
12224,0
12225,0
12231,0
12232,0
12233,0
12234,0
12235,0
12241,0
12242,0
12243,0
12244,0
12245,0
12251,0
12252,0
12253,0
12254,0
12255,0
12261,66452.50410853217
12262,0
12263,0
12264,66452.50410853217
12265,0
12271,0
12272,0
12273,0
12274,0
12275,0
12281,0
12282,0
12283,0
12284,0
12285,0
12291,0
12292,0
12293,0
12294,0
12295,0
12301,0
12302,0
12303,0
12304,0
12305,0
12311,0
12312,0
12313,0
12314,0
12315,34452.68670261266
12321,0
12322,109512.73666624309
12323,252952.03079636698
12324,0
12325,0
12331,0
12332,0
12333,0
12334,0
12335,0
12341,0
12342,0
12343,0
12344,0
12345,0
12351,0
12352,0
12353,0
12354,0
12355,0
12361,0
12362,0
12363,0
12364,0
12365,0
12371,0
12372,0
12373,0
12374,0
12375,0
12381,135135.09396966582
12382,0
12383,135135.09396966582
12384,0
12385,0
12391,0
12392,0
12393,0
12394,0
12395,0
12401,551.9135882546676
12402,0
12403,0
12404,0
12405,0
12411,0
12412,0
12413,0
12414,0
12415,0
12421,0
12422,0
12423,0
12424,0
12425,0
12431,0
12432,0
12433,0
12434,0
12435,0
12441,0
12442,0
12443,0
12444,0
12445,0
12451,0
12452,0
12453,0
12454,0
12455,0
12461,0
12462,0
12463,0
12464,0
12465,0
12471,0
12472,0
12473,0
12474,0
12475,0
12481,0
12482,0
12483,0
12484,0
12485,413.4322404313519
12491,2756.2149362090126
12492,0
12493,0
12494,0
12495,0
12501,0
12502,137810.74681045063
12503,12869.615466013393
12504,0
12505,0
12511,0
12512,0
12513,0
12514,0
12515,0
12521,0
12522,0
12523,0
12524,0
12525,0
12531,0
12532,0
12533,0
12534,0
12535,0
12541,0
12542,0
12543,0
12544,137.8107468104506
12545,0
12551,1650.1734237860865
12552,0
12553,0
12554,0
12555,0
12561,0
12562,0
12563,0
12564,234278.26957776607
12565,0
12571,229239.76121687697
12572,0
12573,394367.37010833086
12574,0
12575,179555.88135762472
12581,0
12582,0
12583,0
12584,0
12585,0
12591,5196.032245977097
12592,5196.032245977097
12593,5196.032245977097
12594,5196.032245977097
12595,0
12601,0
12602,0
12603,0
12604,0
12605,0
12611,0
12612,0
12613,0
12614,0
12615,0
12621,0
12622,0
12623,0
12624,0
12625,283.2051349533248
12631,0
12632,0
12633,0
12634,0
12635,0
12641,0
12642,0
12643,0
12644,0
12645,0
12651,0
12652,0
12653,0
12654,0
12655,0
12661,0
12662,0
12663,0
12664,0
12665,0
12671,0
12672,0
12673,0
12674,1929.350455346309
12675,0
12681,12402.967212940559
12682,0
12683,0
12684,0
12685,0
12691,0
12692,254949.88159933366
12693,0
12694,0
12695,0
12701,0
12702,0
12703,0
12704,0
12705,0
12711,0
12712,0
12713,0
12714,0
12715,0
12721,0
12722,0
12723,0
12724,0
12725,0
12731,0
12732,0
12733,0
12734,0
12735,0
12741,39965.11657503068
12742,0
12743,0
12744,46855.653915553215
12745,0
12751,0
12752,0
12753,0
12754,0
12755,0
12761,0
12762,0
12763,0
12764,0
12765,0
12771,199825.58287515343
12772,0
12773,0
12774,0
12775,0
12781,0
12782,0
12783,0
12784,0
12785,0
12791,0
12792,0
12793,0
12794,0
12795,0
12801,0
12802,0
12803,39965.11657503068
12804,0
12805,0
12811,0
12812,0
12813,0
12814,0
12815,0
12821,0
12822,0
12823,0
12824,0
12825,303183.6429829914
12831,0
12832,0
12833,0
12834,0
12835,0
12841,0
12842,0
12843,0
12844,0
12845,0
12851,0
12852,0
12853,0
12854,0
12855,0
12861,551.9135882546676
12862,0
12863,0
12864,0
12865,0
12871,0
12872,0
12873,0
12874,0
12875,0
12881,401.46043481141965
12882,17777.226287300477
12883,17777.226287300477
12884,0
12885,0
12891,0
12892,0
12893,0
12894,0
12895,0
12901,0
12902,0
12903,0
12904,0
12905,0
12911,0
12912,0
12913,0
12914,0
12915,0
12921,0
12922,0
12923,0
12924,12117.984309706626
12925,0
12931,0
12932,0
12933,0
12934,0
12935,0
12941,0
12942,0
12943,0
12944,0
12945,0
12951,0
12952,0
12953,0
12954,0
12955,0
12961,0
12962,0
12963,0
12964,0
12965,0
12971,0
12972,0
12973,0
12974,0
12975,0
12981,0
12982,0
12983,0
12984,0
12985,0
12991,0
12992,0
12993,7993.023315006138
12994,1102.4859744836049
12995,33074.57923450815
13001,6201.4836064702795
13002,0
13003,0
13004,0
13005,0
13011,0
13012,0
13013,0
13014,0
13015,0
13021,0
13022,0
13023,0
13024,0
13025,0
13031,0
13032,10190.884194985241
13033,0
13034,0
13035,0
13041,0
13042,0
13043,0
13044,0
13045,0
13051,0
13052,0
13053,0
13054,0
13055,0
13061,0
13062,0
13063,0
13064,0
13065,0
13071,1103953.4203867337
13072,0
13073,0
13074,0
13075,0
13081,0
13082,0
13083,0
13084,0
13085,0
13091,0
13092,0
13093,0
13094,0
13095,0
13101,0
13102,0
13103,0
13104,0
13105,0
13111,0
13112,0
13113,0
13114,0
13115,0
13121,0
13122,0
13123,0
13124,0
13125,0
13131,0
13132,0
13133,0
13134,0
13135,0
13141,0
13142,0
13143,0
13144,0
13145,0
13151,0
13152,0
13153,0
13154,0
13155,0
13161,0
13162,0
13163,0
13164,0
13165,0
13171,0
13172,0
13173,0
13174,0
13175,0
13181,0
13182,0
13183,0
13184,0
13185,0
13191,0
13192,0
13193,0
13194,0
13195,0
13201,0
13202,0
13203,0
13204,0
13205,0
13211,0
13212,0
13213,1282.220532366751
13214,0
13215,671.8836491821172
13221,0
13222,0
13223,0
13224,0
13225,131176.74810272205
13231,0
13232,0
13233,0
13234,0
13235,0
13241,0
13242,0
13243,0
13244,0
13245,0
13251,0
13252,0
13253,0
13254,0
13255,0
13261,0
13262,0
13263,0
13264,0
13265,0
13271,30318.36429829914
13272,0
13273,0
13274,0
13275,0
13281,0
13282,283.2051349533248
13283,0
13284,0
13285,0
13291,0
13292,0
13293,0
13294,0
13295,0
13301,2342.782695777661
13302,0
13303,0
13304,0
13305,0
13311,0
13312,0
13313,0
13314,0
13315,0
13321,0
13322,0
13323,0
13324,0
13325,0
13331,0
13332,0
13333,0
13334,2756.2149362090126
13335,0
13341,0
13342,11794.250570706177
13343,0
13344,1171.3913478888305
13345,0
13351,0
13352,0
13353,0
13354,0
13355,0
13361,303183.6429829914
13362,0
13363,0
13364,0
13365,20671.612021567595
13371,0
13372,0
13373,0
13374,0
13375,0
13381,9336.790613370371
13382,0
13383,9336.790613370371
13384,9336.790613370371
13385,0
13391,0
13392,0
13393,0
13394,0
13395,0
13401,0
13402,0
13403,0
13404,0
13405,0
13411,0
13412,0
13413,0
13414,0
13415,0
13421,0
13422,0
13423,0
13424,0
13425,0
13431,0
13432,0
13433,0
13434,0
13435,0
13441,0
13442,0
13443,0
13444,0
13445,0
13451,0
13452,0
13453,0
13454,0
13455,0
13461,0
13462,0
13463,0
13464,895.7698542679291
13465,0
13471,0
13472,0
13473,0
13474,0
13475,0
13481,0
13482,0
13483,0
13484,0
13485,0
13491,0
13492,0
13493,0
13494,0
13495,0
13501,0
13502,0
13503,0
13504,0
13505,0
13511,0
13512,0
13513,117139.13478888304
13514,0
13515,0
13521,0
13522,0
13523,0
13524,0
13525,0
13531,0
13532,0
13533,0
13534,55568.065528563195
13535,0
13541,0
13542,0
13543,0
13544,689053.7340522532
13545,0
13551,0
13552,0
13553,0
13554,0
13555,0
13561,0
13562,0
13563,0
13564,0
13565,0
13571,0
13572,0
13573,0
13574,0
13575,0
13581,82686.44808627038
13582,0
13583,2756.2149362090126
13584,0
13585,0
13591,0
13592,0
13593,0
13594,0
13595,1240.2967212940557
13601,3720890.163882167
13602,0
13603,1860445.0819410835
13604,0
13605,0
13611,0
13612,0
13613,0
13614,0
13615,0
13621,0
13622,0
13623,0
13624,81308.34061816588
13625,24805.934425881118
13631,0
13632,0
13633,0
13634,0
13635,0
13641,0
13642,0
13643,0
13644,0
13645,39965.11657503068
13651,0
13652,0
13653,0
13654,0
13655,0
13661,0
13662,0
13663,0
13664,0
13665,0
13671,0
13672,0
13673,2756.2149362090126
13674,0
13675,129542.10200182359
13681,797924.2240325093
13682,55124.298724180255
13683,797924.2240325093
13684,0
13685,797924.2240325093
13691,6890.537340522532
13692,0
13693,0
13694,0
13695,0
13701,0
13702,0
13703,0
13704,0
13705,0
13711,34452.68670261266
13712,0
13713,0
13714,0
13715,0
13721,0
13722,0
13723,0
13724,0
13725,0
13731,0
13732,0
13733,0
13734,0
13735,0
13741,0
13742,0
13743,0
13744,0
13745,0
13751,0
13752,0
13753,0
13754,0
13755,0
13761,0
13762,0
13763,0
13764,0
13765,0
13771,0
13772,0
13773,0
13774,0
13775,0
13781,0
13782,0
13783,0
13784,0
13785,0
13791,32289.66106507878
13792,0
13793,0
13794,0
13795,0
13801,0
13802,0
13803,0
13804,0
13805,0
13811,0
13812,0
13813,0
13814,0
13815,0
13821,0
13822,0
13823,0
13824,0
13825,0
13831,34452.68670261266
13832,0
13833,0
13834,0
13835,0
13841,0
13842,0
13843,0
13844,0
13845,0
13851,0
13852,0
13853,0
13854,0
13855,0
13861,0
13862,0
13863,2783777.0855711033
13864,0
13865,0
13871,0
13872,0
13873,0
13874,0
13875,0
13881,0
13882,0
13883,0
13884,0
13885,30318.36429829914
13891,0
13892,0
13893,0
13894,0
13895,0
13901,1181.8779264362163
13902,0
13903,0
13904,0
13905,0
13911,4478.849271339645
13912,275621.49362090125
13913,137810.74681045063
13914,0
13915,137810.74681045063
13921,0
13922,0
13923,0
13924,0
13925,0
13931,0
13932,0
13933,0
13934,0
13935,0
13941,0
13942,0
13943,0
13944,0
13945,0
13951,0
13952,0
13953,0
13954,0
13955,0
13961,0
13962,0
13963,0
13964,0
13965,0
13971,689053.7340522532
13972,0
13973,0
13974,66452.50410853217
13975,0
13981,0
13982,0
13983,0
13984,0
13985,0
13991,0
13992,0
13993,0
13994,0
13995,0
14001,0
14002,0
14003,0
14004,0
14005,0
14011,0
14012,0
14013,0
14014,0
14015,0
14021,0
14022,3420.739977294334
14023,0
14024,0
14025,0
14031,0
14032,0
14033,0
14034,0
14035,0
14041,0
14042,0
14043,0
14044,0
14045,0
14051,0
14052,0
14053,0
14054,0
14055,0
14061,0
14062,0
14063,0
14064,0
14065,0
14071,0
14072,0
14073,0
14074,0
14075,0
14081,0
14082,0
14083,0
14084,0
14085,0
14091,0
14092,0
14093,0
14094,0
14095,0
14101,0
14102,0
14103,0
14104,0
14105,0
14111,15290.82696752623
14112,0
14113,0
14114,55548.03751340085
14115,0
14121,0
14122,2756.2149362090126
14123,0
14124,0
14125,0
14131,0
14132,0
14133,329809.65138377843
14134,0
14135,0
14141,0
14142,0
14143,0
14144,0
14145,0
14151,0
14152,0
14153,0
14154,0
14155,0
14161,0
14162,0
14163,0
14164,0
14165,0
14171,0
14172,0
14173,0
14174,0
14175,0
14181,0
14182,0
14183,0
14184,0
14185,0
14191,48233.76138365772
14192,0
14193,0
14194,0
14195,0
14201,0
14202,0
14203,0
14204,0
14205,0
14211,0
14212,0
14213,0
14214,0
14215,0
14221,0
14222,0
14223,1243.1996578199635
14224,1181.8779264362163
14225,55568.065528563195
14231,0
14232,229506.65122829605
14233,0
14234,0
14235,0
14241,0
14242,0
14243,0
14244,0
14245,0
14251,0
14252,0
14253,0
14254,0
14255,0
14261,0
14262,0
14263,0
14264,0
14265,0
14271,0
14272,0
14273,0
14274,0
14275,0
14281,0
14282,0
14283,1103953.4203867337
14284,0
14285,1159756.196007959
14291,0
14292,0
14293,0
14294,0
14295,0
14301,0
14302,0
14303,0
14304,0
14305,0
14311,0
14312,0
14313,0
14314,0
14315,0
14321,0
14322,0
14323,0
14324,0
14325,0
14331,0
14332,0
14333,0
14334,0
14335,0
14341,0
14342,0
14343,0
14344,0
14345,0
14351,1255.4640046479567
14352,0
14353,0
14354,3445.268670261266
14355,55124.298724180255
14361,0
14362,0
14363,0
14364,0
14365,0
14371,0
14372,0
14373,0
14374,0
14375,0
14381,0
14382,0
14383,0
14384,0
14385,0
14391,0
14392,0
14393,0
14394,0
14395,0
14401,0
14402,0
14403,0
14404,0
14405,0
14411,0
14412,0
14413,0
14414,0
14415,0
14421,0
14422,0
14423,0
14424,0
14425,0
14431,0
14432,0
14433,0
14434,0
14435,0
14441,0
14442,0
14443,0
14444,0
14445,0
14451,9646.752276731544
14452,0
14453,0
14454,0
14455,0
14461,0
14462,0
14463,0
14464,0
14465,0
14471,0
14472,0
14473,0
14474,0
14475,0
14481,0
14482,31696.471766403647
14483,0
14484,0
14485,0
14491,0
14492,0
14493,0
14494,0
14495,0
14501,0
14502,0
14503,0
14504,0
14505,0
14511,0
14512,0
14513,0
14514,0
14515,0
14521,0
14522,0
14523,0
14524,0
14525,0
14531,0
14532,0
14533,0
14534,0
14535,0
14541,0
14542,0
14543,0
14544,0
14545,0
14551,0
14552,0
14553,0
14554,0
14555,0
14561,0
14562,0
14563,0
14564,0
14565,0
14571,0
14572,0
14573,0
14574,0
14575,0
14581,0
14582,0
14583,0
14584,20671.612021567595
14585,0
14591,10570.066296059113
14592,0
14593,10570.066296059113
14594,2965.946493375647
14595,0
14601,0
14602,0
14603,0
14604,0
14605,0
14611,0
14612,275.6214936209012
14613,0
14614,0
14615,0
14621,0
14622,0
14623,0
14624,0
14625,0
14631,0
14632,0
14633,234278.26957776607
14634,0
14635,0
14641,0
14642,275.6214936209012
14643,0
14644,0
14645,0
14651,5512.429872418025
14652,0
14653,0
14654,0
14655,0
14661,0
14662,205338.01274757143
14663,0
14664,205338.01274757143
14665,0
14671,0
14672,0
14673,0
14674,0
14675,0
14681,0
14682,0
14683,0
14684,0
14685,0
14691,0
14692,0
14693,0
14694,0
14695,0
14701,0
14702,0
14703,0
14704,0
14705,0
14711,0
14712,0
14713,0
14714,0
14715,0
14721,0
14722,0
14723,0
14724,0
14725,0
14731,0
14732,0
14733,0
14734,0
14735,0
14741,0
14742,0
14743,0
14744,0
14745,0
14751,0
14752,0
14753,0
14754,0
14755,0
14761,12869.615466013393
14762,0
14763,0
14764,0
14765,0
14771,0
14772,0
14773,34452.68670261266
14774,34452.68670261266
14775,0
14781,0
14782,1378.1074681045063
14783,0
14784,0
14785,0
14791,0
14792,0
14793,0
14794,0
14795,0
14801,0
14802,0
14803,0
14804,0
14805,0
14811,0
14812,0
14813,0
14814,0
14815,0
14821,0
14822,0
14823,0
14824,0
14825,0
14831,0
14832,0
14833,0
14834,0
14835,0
14841,0
14842,0
14843,0
14844,8268.644808627037
14845,0
14851,0
14852,0
14853,0
14854,0
14855,0
14861,0
14862,0
14863,0
14864,0
14865,0
14871,0
14872,0
14873,0
14874,0
14875,0
14881,0
14882,0
14883,0
14884,0
14885,0
14891,0
14892,0
14893,0
14894,0
14895,0
14901,1130298.5866093782
14902,0
14903,0
14904,1160197.712700483
14905,40654.62026117123
14911,0
14912,0
14913,0
14914,0
14915,0
14921,0
14922,0
14923,0
14924,0
14925,0
14931,0
14932,0
14933,0
14934,0
14935,0
14941,0
14942,0
14943,0
14944,0
14945,0
14951,0
14952,0
14953,0
14954,0
14955,0
14961,0
14962,0
14963,0
14964,0
14965,0
14971,0
14972,0
14973,0
14974,0
14975,0
14981,0
14982,0
14983,0
14984,0
14985,0
14991,0
14992,0
14993,0
14994,0
14995,0
15001,0
15002,0
15003,0
15004,0
15005,0
15011,0
15012,0
15013,0
15014,0
15015,0
15021,0
15022,354173.61930285813
15023,0
15024,0
15025,0
15031,0
15032,0
15033,0
15034,0
15035,0
15041,0
15042,0
15043,0
15044,0
15045,0
15051,0
15052,0
15053,0
15054,0
15055,0
15061,0
15062,0
15063,0
15064,0
15065,0
15071,0
15072,12402.967212940559
15073,0
15074,0
15075,0
15081,0
15082,0
15083,0
15084,0
15085,0
15091,0
15092,0
15093,0
15094,0
15095,0
15101,0
15102,0
15103,0
15104,0
15105,0
15111,0
15112,0
15113,0
15114,0
15115,0
15121,0
15122,0
15123,0
15124,0
15125,0
15131,0
15132,0
15133,0
15134,0
15135,0
15141,0
15142,0
15143,0
15144,0
15145,0
15151,0
15152,0
15153,0
15154,0
15155,0
15161,0
15162,0
15163,0
15164,0
15165,0
15171,0
15172,0
15173,0
15174,0
15175,0
15181,0
15182,0
15183,0
15184,0
15185,0
15191,0
15192,0
15193,0
15194,0
15195,0
15201,0
15202,0
15203,0
15204,11618.049043511182
15205,11618.049043511182
15211,0
15212,0
15213,0
15214,0
15215,0
15221,0
15222,0
15223,0
15224,0
15225,0
15231,0
15232,0
15233,0
15234,0
15235,0
15241,0
15242,0
15243,1282.220532366751
15244,1282.220532366751
15245,678.1283392139276
15251,0
15252,0
15253,0
15254,0
15255,0
15261,0
15262,0
15263,0
15264,0
15265,0
15271,0
15272,0
15273,0
15274,0
15275,0
15281,0
15282,0
15283,0
15284,0
15285,0
15291,0
15292,0
15293,0
15294,0
15295,0
15301,0
15302,0
15303,0
15304,0
15305,0
15311,0
15312,0
15313,0
15314,11024.85974483605
15315,0
15321,0
15322,0
15323,0
15324,0
15325,0
15331,0
15332,3086960.728554094
15333,3086960.728554094
15334,0
15335,0
15341,0
15342,0
15343,0
15344,0
15345,0
15351,0
15352,0
15353,0
15354,10335.806010783797
15355,20671.612021567595
15361,0
15362,0
15363,109131.52930532464
15364,163410.60075585783
15365,0
15371,0
15372,0
15373,0
15374,0
15375,0
15381,385.8700910692618
15382,0
15383,1791.5397085358582
15384,0
15385,0
15391,0
15392,0
15393,0
15394,0
15395,0
15401,0
15402,0
15403,0
15404,0
15405,0
15421,0
15422,0
15423,0
15424,0
15425,0
15431,0
15432,0
15433,0
15434,0
15435,0
15441,0
15442,0
15443,0
15444,0
15445,0
15451,0
15452,0
15453,0
15454,0
15455,0
15461,0
15462,0
15463,0
15464,0
15465,0
15471,0
15472,0
15473,0
15474,0
15475,0
15481,0
15482,0
15483,0
15484,0
15485,0
15491,0
15492,0
15493,0
15494,0
15495,0
15501,0
15502,0
15503,0
15504,0
15505,0
15511,0
15512,0
15513,0
15514,0
15515,0
15521,0
15522,0
15523,0
15524,0
15525,0
15531,0
15532,0
15533,0
15534,0
15535,0
15541,0
15542,0
15543,0
15544,0
15545,0
15551,0
15552,0
15553,0
15554,55548.03751340085
15555,32289.66106507878
15561,0
15562,0
15563,16537.289617254075
15564,0
15565,8268.644808627037
15571,0
15572,0
15573,0
15574,0
15575,0
15581,0
15582,0
15583,0
15584,0
15585,0
15591,0
15592,0
15593,0
15594,0
15595,0
15601,0
15602,0
15603,0
15604,0
15605,0
15611,0
15612,0
15613,0
15614,0
15615,0
15621,0
15622,0
15623,0
15624,0
15625,0
15631,0
15632,0
15633,0
15634,0
15635,0
15641,0
15642,0
15643,0
15644,0
15645,0
15651,0
15652,0
15653,0
15654,0
15655,0
15661,0
15662,0
15663,0
15664,0
15665,0
15671,137810.74681045063
15672,0
15673,0
15674,84064.55555437489
15675,0
15681,0
15682,0
15683,0
15684,0
15685,0
15691,0
15692,0
15693,0
15694,0
15695,0
15701,0
15702,0
15703,0
15704,0
15705,0
15711,0
15712,0
15713,0
15714,0
15715,0
15721,0
15722,0
15723,4134.322404313519
15724,4134.322404313519
15725,0
15731,0
15732,0
15733,0
15734,0
15735,0
15741,0
15742,0
15743,0
15744,0
15745,0
15751,0
15752,24805.934425881118
15753,0
15754,0
15755,0
15761,0
15762,0
15763,0
15764,0
15765,0
15771,0
15772,0
15773,0
15774,0
15775,0
15781,0
15782,0
15783,0
15784,0
15785,0
15791,0
15792,0
15793,0
15794,0
15795,0
15801,0
15802,0
15803,0
15804,0
15805,0
15811,0
15812,0
15813,0
15814,0
15815,0
15821,0
15822,0
15823,0
15824,0
15825,0
15831,0
15832,0
15833,0
15834,0
15835,0
15841,0
15842,0
15843,0
15844,0
15845,0
15851,0
15852,0
15853,0
15854,0
15855,0
15861,0
15862,0
15863,0
15864,0
15865,0
15871,0
15872,0
15873,0
15874,0
15875,0
15881,0
15882,0
15883,0
15884,0
15885,0
15891,0
15892,0
15893,0
15894,0
15895,0
15901,0
15902,0
15903,0
15904,0
15905,0
15911,0
15912,0
15913,0
15914,0
15915,3445.268670261266
15921,0
15922,0
15923,0
15924,0
15925,0
15931,0
15932,0
15933,0
15934,0
15935,0
15941,0
15942,0
15943,0
15944,0
15945,0
15951,0
15952,0
15953,0
15954,0
15955,0
15961,0
15962,0
15963,121231.3758547935
15964,0
15965,0
15971,0
15972,92163.74985354739
15973,0
15974,0
15975,0
15981,0
15982,0
15983,0
15984,0
15985,0
15991,0
15992,0
15993,0
15994,0
15995,0
16001,0
16002,0
16003,0
16004,0
16005,0
16011,0
16012,0
16013,0
16014,0
16015,0
16021,0
16022,12402.967212940559
16023,0
16024,0
16025,0
16031,0
16032,0
16033,0
16034,0
16035,0
16041,0
16042,0
16043,0
16044,0
16045,0
16051,0
16052,0
16053,8957.69854267929
16054,0
16055,0
16061,0
16062,0
16063,0
16064,1722634.3351306329
16065,0
16071,0
16072,0
16073,0
16074,0
16075,0
16081,0
16082,0
16083,52368.08378797124
16084,0
16085,0
16091,0
16092,0
16093,0
16094,0
16095,0
16101,0
16102,12373.532781931483
16103,0
16104,0
16105,0
16111,0
16112,0
16113,0
16114,0
16115,0
16121,0
16122,0
16123,0
16124,0
16125,0
16131,2342.782695777661
16132,0
16133,0
16134,0
16135,0
16141,0
16142,0
16143,0
16144,0
16145,0
16151,0
16152,0
16153,0
16154,0
16155,0
16161,0
16162,0
16163,0
16164,0
16165,0
16171,0
16172,0
16173,0
16174,0
16175,0
16181,0
16182,0
16183,0
16184,0
16185,0
16191,0
16192,0
16193,0
16194,0
16195,0
16201,0
16202,0
16203,0
16204,0
16205,0
16211,0
16212,0
16213,0
16214,0
16215,19293.504553463088
16221,0
16222,0
16223,1240.2967212940557
16224,0
16225,0
16231,0
16232,0
16233,0
16234,0
16235,0
16241,0
16242,0
16243,0
16244,0
16245,0
16251,0
16252,0
16253,0
16254,0
16255,0
16261,0
16262,0
16263,0
16264,0
16265,0
16271,0
16272,0
16273,0
16274,0
16275,3720.890163882167
16281,0
16282,133676.4244061371
16283,1378107.4681045064
16284,0
16285,0
16291,0
16292,0
16293,0
16294,0
16295,0
16301,0
16302,0
16303,0
16304,55124.298724180255
16305,55124.298724180255
16311,0
16312,0
16313,0
16314,0
16315,0
16321,0
16322,0
16323,0
16324,0
16325,0
16331,0
16332,1791.5397085358582
16333,0
16334,0
16335,0
16341,0
16342,0
16343,0
16344,0
16345,0
16351,0
16352,0
16353,0
16354,0
16355,0
16361,0
16362,0
16363,0
16364,0
16365,0
16371,0
16372,0
16373,0
16374,0
16375,0
16381,0
16382,0
16383,0
16384,0
16385,0
16391,0
16392,0
16393,0
16394,0
16395,0
16401,0
16402,0
16403,0
16404,0
16405,0
16411,0
16412,0
16413,0
16414,0
16415,0
16421,0
16422,92163.74985354739
16423,0
16424,0
16425,0
16431,0
16432,0
16433,0
16434,0
16435,0
16441,0
16442,0
16443,0
16444,0
16445,0
16451,0
16452,0
16453,0
16454,0
16455,0
16461,0
16462,8819.887795868839
16463,0
16464,0
16465,34452.68670261266
16471,0
16472,49611.868851762236
16473,0
16474,0
16475,0
16481,0
16482,0
16483,0
16484,0
16485,0
16491,0
16492,0
16493,0
16494,0
16495,0
16501,0
16502,0
16503,0
16504,0
16505,0
16511,0
16512,0
16513,0
16514,0
16515,0
16521,0
16522,0
16523,46855.653915553215
16524,0
16525,0
16531,0
16532,0
16533,0
16534,0
16535,0
16541,0
16542,0
16543,0
16544,0
16545,0
16551,0
16552,0
16553,0
16554,0
16555,0
16561,0
16562,0
16563,0
16564,0
16565,0
16571,0
16572,0
16573,0
16574,0
16575,4134.322404313519
16581,0
16582,0
16583,0
16584,0
16585,0
16591,0
16592,0
16593,0
16594,0
16595,0
16601,0
16602,0
16603,0
16604,0
16605,0
16611,0
16612,0
16613,0
16614,0
16615,0
16621,0
16622,0
16623,0
16624,0
16625,0
16631,0
16632,0
16633,0
16634,0
16635,0
16641,0
16642,0
16643,0
16644,0
16645,0
16651,0
16652,0
16653,0
16654,0
16655,0
16661,0
16662,0
16663,0
16664,0
16665,0
16671,0
16672,0
16673,0
16674,0
16675,0
16681,667111.3556977987
16682,59093.89635626346
16683,0
16684,0
16685,667111.3556977987
16691,0
16692,3249.039128592976
16693,0
16694,0
16695,0
16701,0
16702,0
16703,0
16704,0
16705,0
16711,0
16712,0
16713,0
16714,0
16715,0
16721,4134.322404313519
16722,0
16723,0
16724,0
16725,0
16731,0
16732,0
16733,0
16734,0
16735,0
16741,468556.53915553214
16742,0
16743,0
16744,0
16745,468556.53915553214
16751,0
16752,0
16753,0
16754,0
16755,0
16761,4134.322404313519
16762,4134.322404313519
16763,0
16764,0
16765,0
16771,0
16772,0
16773,0
16774,0
16775,0
16781,0
16782,0
16783,0
16784,0
16785,0
16791,0
16792,0
16793,0
16794,0
16795,131176.74810272205
16801,0
16802,0
16803,0
16804,0
16805,0
16811,0
16812,0
16813,0
16814,0
16815,0
16821,0
16822,0
16823,0
16824,0
16825,0
16831,0
16832,0
16833,0
16834,0
16835,0
16841,0
16842,0
16843,0
16844,0
16845,0
16851,0
16852,0
16853,0
16854,0
16855,0
16861,0
16862,0
16863,0
16864,0
16865,0
16871,0
16872,0
16873,0
16874,0
16875,0
16881,0
16882,0
16883,0
16884,0
16885,0
16891,0
16892,0
16893,0
16894,2204.9719489672098
16895,0
16901,0
16902,0
16903,0
16904,0
16905,0
16911,0
16912,0
16913,0
16914,0
16915,0
16921,0
16922,0
16923,0
16924,0
16925,0
16931,0
16932,0
16933,0
16934,0
16935,0
16941,0
16942,0
16943,0
16944,0
16945,0
16951,0
16952,0
16953,0
16954,0
16955,0
16961,0
16962,0
16963,0
16964,0
16965,0
16971,0
16972,0
16973,0
16974,0
16975,0
16981,0
16982,0
16983,0
16984,0
16985,0
16991,0
16992,0
16993,0
16994,0
16995,0
17001,0
17002,0
17003,0
17004,0
17005,0
17011,0
17012,0
17013,0
17014,0
17015,0
17021,0
17022,0
17023,0
17024,0
17025,0
17031,0
17032,0
17033,0
17034,0
17035,12540.777959751007
17041,73588.32840628616
17042,0
17043,0
17044,0
17045,0
17051,0
17052,0
17053,0
17054,0
17055,0
17061,0
17062,0
17063,0
17064,0
17065,0
17071,0
17072,0
17073,0
17074,0
17075,0
17081,0
17082,0
17083,0
17084,0
17085,0
17091,0
17092,0
17093,0
